city_st,place_name,state_name,state_abbrev,population,state_fips,place_fips,NAME,place_name_raw
"Tualatin, OR",Tualatin,Oregon,OR,27710,41,74950,"Tualatin city, Oregon",Tualatin city
"West Linn, OR",West Linn,Oregon,OR,27065,41,80150,"West Linn city, Oregon",West Linn city
"Wilsonville, OR",Wilsonville,Oregon,OR,26183,41,82800,"Wilsonville city, Oregon",Wilsonville city
"Woodburn, OR",Woodburn,Oregon,OR,26845,41,83750,"Woodburn city, Oregon",Woodburn city
"Allentown, PA",Allentown,Pennsylvania,PA,125320,42,02000,"Allentown city, Pennsylvania",Allentown city
"Allison Park, PA",Allison Park,Pennsylvania,PA,22108,42,02056,"Allison Park CDP, Pennsylvania",Allison Park CDP
"Altoona, PA",Altoona,Pennsylvania,PA,43508,42,02184,"Altoona city, Pennsylvania",Altoona city
"Baldwin, PA",Baldwin,Pennsylvania,PA,21159,42,03928,"Baldwin borough, Pennsylvania",Baldwin borough
"Bethel Park municipality, PA",Bethel Park municipality,Pennsylvania,PA,33070,42,06064,"Bethel Park municipality, Pennsylvania",Bethel Park municipality
"Bethlehem, PA",Bethlehem,Pennsylvania,PA,77069,42,06088,"Bethlehem city, Pennsylvania",Bethlehem city
"Carlisle, PA",Carlisle,Pennsylvania,PA,21335,42,11272,"Carlisle borough, Pennsylvania",Carlisle borough
"Chambersburg, PA",Chambersburg,Pennsylvania,PA,22051,42,12536,"Chambersburg borough, Pennsylvania",Chambersburg borough
"Chester, PA",Chester,Pennsylvania,PA,33209,42,13208,"Chester city, Pennsylvania",Chester city
"Drexel Hill, PA",Drexel Hill,Pennsylvania,PA,30015,42,19920,"Drexel Hill CDP, Pennsylvania",Drexel Hill CDP
"Easton, PA",Easton,Pennsylvania,PA,29079,42,21648,"Easton city, Pennsylvania",Easton city
"Erie, PA",Erie,Pennsylvania,PA,94156,42,24000,"Erie city, Pennsylvania",Erie city
"Harrisburg, PA",Harrisburg,Pennsylvania,PA,50092,42,32800,"Harrisburg city, Pennsylvania",Harrisburg city
"Hazleton, PA",Hazleton,Pennsylvania,PA,29886,42,33408,"Hazleton city, Pennsylvania",Hazleton city
"King of Prussia, PA",King of Prussia,Pennsylvania,PA,25025,42,39736,"King of Prussia CDP, Pennsylvania",King of Prussia CDP
"Lancaster, PA",Lancaster,Pennsylvania,PA,57683,42,41216,"Lancaster city, Pennsylvania",Lancaster city
"Lebanon, PA",Lebanon,Pennsylvania,PA,26600,42,42168,"Lebanon city, Pennsylvania",Lebanon city
"Levittown, PA",Levittown,Pennsylvania,PA,50930,42,42928,"Levittown CDP, Pennsylvania",Levittown CDP
"Monroeville municipality, PA",Monroeville municipality,Pennsylvania,PA,28383,42,50528,"Monroeville municipality, Pennsylvania",Monroeville municipality
"Murrysville municipality, PA",Murrysville municipality,Pennsylvania,PA,20839,42,52432,"Murrysville municipality, Pennsylvania",Murrysville municipality
"New Castle, PA",New Castle,Pennsylvania,PA,21727,42,53368,"New Castle city, Pennsylvania",New Castle city
"Norristown, PA",Norristown,Pennsylvania,PA,35782,42,54656,"Norristown borough, Pennsylvania",Norristown borough
"Philadelphia, PA",Philadelphia,Pennsylvania,PA,1582432,42,60000,"Philadelphia city, Pennsylvania",Philadelphia city
"Pittsburgh, PA",Pittsburgh,Pennsylvania,PA,303620,42,61000,"Pittsburgh city, Pennsylvania",Pittsburgh city
"Plum, PA",Plum,Pennsylvania,PA,26873,42,61536,"Plum borough, Pennsylvania",Plum borough
"Pottstown, PA",Pottstown,Pennsylvania,PA,23392,42,62416,"Pottstown borough, Pennsylvania",Pottstown borough
"Reading, PA",Reading,Pennsylvania,PA,94836,42,63624,"Reading city, Pennsylvania",Reading city
"Scranton, PA",Scranton,Pennsylvania,PA,76074,42,69000,"Scranton city, Pennsylvania",Scranton city
"State College, PA",State College,Pennsylvania,PA,40669,42,73808,"State College borough, Pennsylvania",State College borough
"Wilkes-Barre, PA",Wilkes-Barre,Pennsylvania,PA,44217,42,85152,"Wilkes-Barre city, Pennsylvania",Wilkes-Barre city
"Williamsport, PA",Williamsport,Pennsylvania,PA,27629,42,85312,"Williamsport city, Pennsylvania",Williamsport city
"York, PA",York,Pennsylvania,PA,44830,42,87048,"York city, Pennsylvania",York city
"Central Falls, RI",Central Falls,Rhode Island,RI,22481,44,14140,"Central Falls city, Rhode Island",Central Falls city
"Cranston, RI",Cranston,Rhode Island,RI,82632,44,19180,"Cranston city, Rhode Island",Cranston city
"East Providence, RI",East Providence,Rhode Island,RI,46970,44,22960,"East Providence city, Rhode Island",East Providence city
"Newport, RI",Newport,Rhode Island,RI,25029,44,49960,"Newport city, Rhode Island",Newport city
"Pawtucket, RI",Pawtucket,Rhode Island,RI,75280,44,54640,"Pawtucket city, Rhode Island",Pawtucket city
"Providence, RI",Providence,Rhode Island,RI,190214,44,59000,"Providence city, Rhode Island",Providence city
"Warwick, RI",Warwick,Rhode Island,RI,82871,44,74300,"Warwick city, Rhode Island",Warwick city
"Woonsocket, RI",Woonsocket,Rhode Island,RI,43074,44,80780,"Woonsocket city, Rhode Island",Woonsocket city
"Aiken, SC",Aiken,South Carolina,SC,32334,45,00550,"Aiken city, South Carolina",Aiken city
"Anderson, SC",Anderson,South Carolina,SC,29563,45,01360,"Anderson city, South Carolina",Anderson city
"Bluffton, SC",Bluffton,South Carolina,SC,31323,45,07210,"Bluffton town, South Carolina",Bluffton town
"Carolina Forest, SC",Carolina Forest,South Carolina,SC,26373,45,11833,"Carolina Forest CDP, South Carolina",Carolina Forest CDP
"Charleston, SC",Charleston,South Carolina,SC,152014,45,13330,"Charleston city, South Carolina",Charleston city
"Columbia, SC",Columbia,South Carolina,SC,138019,45,16000,"Columbia city, South Carolina",Columbia city
"Conway, SC",Conway,South Carolina,SC,26082,45,16405,"Conway city, South Carolina",Conway city
"Easley, SC",Easley,South Carolina,SC,23942,45,21985,"Easley city, South Carolina",Easley city
"Florence, SC",Florence,South Carolina,SC,40205,45,25810,"Florence city, South Carolina",Florence city
"Fort Mill, SC",Fort Mill,South Carolina,SC,28281,45,26890,"Fort Mill town, South Carolina",Fort Mill town
"Goose Creek, SC",Goose Creek,South Carolina,SC,46964,45,29815,"Goose Creek city, South Carolina",Goose Creek city
"Greenville, SC",Greenville,South Carolina,SC,71755,45,30850,"Greenville city, South Carolina",Greenville city
"Greenwood, SC",Greenwood,South Carolina,SC,22527,45,30895,"Greenwood city, South Carolina",Greenwood city
"Greer, SC",Greer,South Carolina,SC,39191,45,30985,"Greer city, South Carolina",Greer city
"Hanahan, SC",Hanahan,South Carolina,SC,21119,45,32065,"Hanahan city, South Carolina",Hanahan city
"Hilton Head Island, SC",Hilton Head Island,South Carolina,SC,37805,45,34045,"Hilton Head Island town, South Carolina",Hilton Head Island town
"Lexington, SC",Lexington,South Carolina,SC,24132,45,41335,"Lexington town, South Carolina",Lexington town
"Mauldin, SC",Mauldin,South Carolina,SC,25985,45,45115,"Mauldin city, South Carolina",Mauldin city
"Mount Pleasant, SC",Mount Pleasant,South Carolina,SC,92662,45,48535,"Mount Pleasant town, South Carolina",Mount Pleasant town
"Myrtle Beach, SC",Myrtle Beach,South Carolina,SC,37214,45,49075,"Myrtle Beach city, South Carolina",Myrtle Beach city
"North Augusta, SC",North Augusta,South Carolina,SC,24928,45,50695,"North Augusta city, South Carolina",North Augusta city
"North Charleston, SC",North Charleston,South Carolina,SC,117460,45,50875,"North Charleston city, South Carolina",North Charleston city
"Rock Hill, SC",Rock Hill,South Carolina,SC,74769,45,61405,"Rock Hill city, South Carolina",Rock Hill city
"St. Andrews, SC",St. Andrews,South Carolina,SC,20953,45,62395,"St. Andrews CDP, South Carolina",St. Andrews CDP
"Simpsonville, SC",Simpsonville,South Carolina,SC,25125,45,66580,"Simpsonville city, South Carolina",Simpsonville city
"Socastee, SC",Socastee,South Carolina,SC,24629,45,67390,"Socastee CDP, South Carolina",Socastee CDP
"Spartanburg, SC",Spartanburg,South Carolina,SC,38578,45,68290,"Spartanburg city, South Carolina",Spartanburg city
"Summerville, SC",Summerville,South Carolina,SC,51262,45,70270,"Summerville town, South Carolina",Summerville town
"Sumter, SC",Sumter,South Carolina,SC,43065,45,70405,"Sumter city, South Carolina",Sumter city
"Taylors, SC",Taylors,South Carolina,SC,23686,45,71395,"Taylors CDP, South Carolina",Taylors CDP
"Wade Hampton, SC",Wade Hampton,South Carolina,SC,20703,45,73870,"Wade Hampton CDP, South Carolina",Wade Hampton CDP
"Aberdeen, SD",Aberdeen,South Dakota,SD,28297,46,00100,"Aberdeen city, South Dakota",Aberdeen city
"Brookings, SD",Brookings,South Dakota,SD,23710,46,07580,"Brookings city, South Dakota",Brookings city
"Rapid, SD",Rapid,South Dakota,SD,76836,46,52980,"Rapid City city, South Dakota",Rapid City city
"Sioux Falls, SD",Sioux Falls,South Dakota,SD,197642,46,59020,"Sioux Falls city, South Dakota",Sioux Falls city
"Watertown, SD",Watertown,South Dakota,SD,22859,46,69300,"Watertown city, South Dakota",Watertown city
"Bartlett, TN",Bartlett,Tennessee,TN,56998,47,03440,"Bartlett city, Tennessee",Bartlett city
"Brentwood, TN",Brentwood,Tennessee,TN,45272,47,08280,"Brentwood city, Tennessee",Brentwood city
"Bristol, TN",Bristol,Tennessee,TN,27490,47,08540,"Bristol city, Tennessee",Bristol city
"Chattanooga, TN",Chattanooga,Tennessee,TN,182832,47,14000,"Chattanooga city, Tennessee",Chattanooga city
"Clarksville, TN",Clarksville,Tennessee,TN,171897,47,15160,"Clarksville city, Tennessee",Clarksville city
"Cleveland, TN",Cleveland,Tennessee,TN,48185,47,15400,"Cleveland city, Tennessee",Cleveland city
"Collierville, TN",Collierville,Tennessee,TN,51212,47,16420,"Collierville town, Tennessee",Collierville town
"Columbia, TN",Columbia,Tennessee,TN,43971,47,16540,"Columbia city, Tennessee",Columbia city
"Cookeville, TN",Cookeville,Tennessee,TN,35544,47,16920,"Cookeville city, Tennessee",Cookeville city
"East Ridge, TN",East Ridge,Tennessee,TN,22034,47,22720,"East Ridge city, Tennessee",East Ridge city
"Farragut, TN",Farragut,Tennessee,TN,24309,47,25760,"Farragut town, Tennessee",Farragut town
"Franklin, TN",Franklin,Tennessee,TN,85575,47,27740,"Franklin city, Tennessee",Franklin city
"Gallatin, TN",Gallatin,Tennessee,TN,46667,47,28540,"Gallatin city, Tennessee",Gallatin city
"Germantown, TN",Germantown,Tennessee,TN,40812,47,28960,"Germantown city, Tennessee",Germantown city
"Hendersonville, TN",Hendersonville,Tennessee,TN,62390,47,33280,"Hendersonville city, Tennessee",Hendersonville city
"Jackson, TN",Jackson,Tennessee,TN,68098,47,37640,"Jackson city, Tennessee",Jackson city
"Johnson, TN",Johnson,Tennessee,TN,71455,47,38320,"Johnson City city, Tennessee",Johnson City city
"Kingsport, TN",Kingsport,Tennessee,TN,55807,47,39560,"Kingsport city, Tennessee",Kingsport city
"Knoxville, TN",Knoxville,Tennessee,TN,193721,47,40000,"Knoxville city, Tennessee",Knoxville city
"La Vergne, TN",La Vergne,Tennessee,TN,38944,47,41200,"La Vergne city, Tennessee",La Vergne city
"Lebanon, TN",Lebanon,Tennessee,TN,41951,47,41520,"Lebanon city, Tennessee",Lebanon city
"Maryville, TN",Maryville,Tennessee,TN,32196,47,46380,"Maryville city, Tennessee",Maryville city
"Memphis, TN",Memphis,Tennessee,TN,629063,47,48000,"Memphis city, Tennessee",Memphis city
"Morristown, TN",Morristown,Tennessee,TN,30983,47,50280,"Morristown city, Tennessee",Morristown city
"Mount Juliet, TN",Mount Juliet,Tennessee,TN,40828,47,50780,"Mount Juliet city, Tennessee",Mount Juliet city
"Murfreesboro, TN",Murfreesboro,Tennessee,TN,157547,47,51560,"Murfreesboro city, Tennessee",Murfreesboro city
"Nashville-Davidson metropolitan government (balance), TN",Nashville-Davidson metropolitan government (balance),Tennessee,TN,684298,47,52006,"Nashville-Davidson metropolitan government (balance), Tennessee",Nashville-Davidson metropolitan government (balance)
"Oak Ridge, TN",Oak Ridge,Tennessee,TN,32088,47,55120,"Oak Ridge city, Tennessee",Oak Ridge city
"Shelbyville, TN",Shelbyville,Tennessee,TN,24125,47,67760,"Shelbyville city, Tennessee",Shelbyville city
"Smyrna, TN",Smyrna,Tennessee,TN,55066,47,69420,"Smyrna town, Tennessee",Smyrna town
"Spring Hill, TN",Spring Hill,Tennessee,TN,53585,47,70580,"Spring Hill city, Tennessee",Spring Hill city
"Tullahoma, TN",Tullahoma,Tennessee,TN,20672,47,75320,"Tullahoma city, Tennessee",Tullahoma city
"Abilene, TX",Abilene,Texas,TX,127130,48,01000,"Abilene city, Texas",Abilene city
"Alamo, TX",Alamo,Texas,TX,20008,48,01576,"Alamo city, Texas",Alamo city
"Allen, TX",Allen,Texas,TX,107684,48,01924,"Allen city, Texas",Allen city
"Alvin, TX",Alvin,Texas,TX,27700,48,02272,"Alvin city, Texas",Alvin city
"Amarillo, TX",Amarillo,Texas,TX,200945,48,03000,"Amarillo city, Texas",Amarillo city
"Anna, TX",Anna,Texas,TX,20975,48,03300,"Anna city, Texas",Anna city
"Arlington, TX",Arlington,Texas,TX,394769,48,04000,"Arlington city, Texas",Arlington city
"Atascocita, TX",Atascocita,Texas,TX,93926,48,04462,"Atascocita CDP, Texas",Atascocita CDP
"Austin, TX",Austin,Texas,TX,967862,48,05000,"Austin city, Texas",Austin city
"Balch Springs, TX",Balch Springs,Texas,TX,27181,48,05372,"Balch Springs city, Texas",Balch Springs city
"Baytown, TX",Baytown,Texas,TX,84538,48,06128,"Baytown city, Texas",Baytown city
"Beaumont, TX",Beaumont,Texas,TX,113710,48,07000,"Beaumont city, Texas",Beaumont city
"Bedford, TX",Bedford,Texas,TX,49191,48,07132,"Bedford city, Texas",Bedford city
"Belton, TX",Belton,Texas,TX,23769,48,07492,"Belton city, Texas",Belton city
"Benbrook, TX",Benbrook,Texas,TX,24430,48,07552,"Benbrook city, Texas",Benbrook city
"Big Spring, TX",Big Spring,Texas,TX,24769,48,08236,"Big Spring city, Texas",Big Spring city
"Brownsville, TX",Brownsville,Texas,TX,188023,48,10768,"Brownsville city, Texas",Brownsville city
"Brushy Creek, TX",Brushy Creek,Texas,TX,20953,48,10897,"Brushy Creek CDP, Texas",Brushy Creek CDP
"Bryan, TX",Bryan,Texas,TX,86169,48,10912,"Bryan city, Texas",Bryan city
"Burleson, TX",Burleson,Texas,TX,50981,48,11428,"Burleson city, Texas",Burleson city
"Canyon Lake, TX",Canyon Lake,Texas,TX,32924,48,12580,"Canyon Lake CDP, Texas",Canyon Lake CDP
"Carrollton, TX",Carrollton,Texas,TX,132741,48,13024,"Carrollton city, Texas",Carrollton city
"Cedar Hill, TX",Cedar Hill,Texas,TX,48547,48,13492,"Cedar Hill city, Texas",Cedar Hill city
"Cedar Park, TX",Cedar Park,Texas,TX,77474,48,13552,"Cedar Park city, Texas",Cedar Park city
"Celina, TX",Celina,Texas,TX,27141,48,13684,"Celina city, Texas",Celina city
"Channelview, TX",Channelview,Texas,TX,43536,48,14236,"Channelview CDP, Texas",Channelview CDP
"Cibolo, TX",Cibolo,Texas,TX,33829,48,14920,"Cibolo city, Texas",Cibolo city
"Cleburne, TX",Cleburne,Texas,TX,32966,48,15364,"Cleburne city, Texas",Cleburne city
"Cloverleaf, TX",Cloverleaf,Texas,TX,24630,48,15628,"Cloverleaf CDP, Texas",Cloverleaf CDP
"College Station, TX",College Station,Texas,TX,122280,48,15976,"College Station city, Texas",College Station city
"Colleyville, TX",Colleyville,Texas,TX,25906,48,15988,"Colleyville city, Texas",Colleyville city
"Conroe, TX",Conroe,Texas,TX,96976,48,16432,"Conroe city, Texas",Conroe city
"Converse, TX",Converse,Texas,TX,28764,48,16468,"Converse city, Texas",Converse city
"Coppell, TX",Coppell,Texas,TX,42029,48,16612,"Coppell city, Texas",Coppell city
"Copperas Cove, TX",Copperas Cove,Texas,TX,37149,48,16624,"Copperas Cove city, Texas",Copperas Cove city
"Corinth, TX",Corinth,Texas,TX,22868,48,16696,"Corinth city, Texas",Corinth city
"Corpus Christi, TX",Corpus Christi,Texas,TX,317383,48,17000,"Corpus Christi city, Texas",Corpus Christi city
"Corsicana, TX",Corsicana,Texas,TX,25344,48,17060,"Corsicana city, Texas",Corsicana city
"Dallas, TX",Dallas,Texas,TX,1299553,48,19000,"Dallas city, Texas",Dallas city
"Deer Park, TX",Deer Park,Texas,TX,33823,48,19624,"Deer Park city, Texas",Deer Park city
"Del Rio, TX",Del Rio,Texas,TX,34638,48,19792,"Del Rio city, Texas",Del Rio city
"Denison, TX",Denison,Texas,TX,25347,48,19900,"Denison city, Texas",Denison city
"Denton, TX",Denton,Texas,TX,146987,48,19972,"Denton city, Texas",Denton city
"DeSoto, TX",DeSoto,Texas,TX,55896,48,20092,"DeSoto city, Texas",DeSoto city
"Dickinson, TX",Dickinson,Texas,TX,21612,48,20344,"Dickinson city, Texas",Dickinson city
"Duncanville, TX",Duncanville,Texas,TX,39879,48,21628,"Duncanville city, Texas",Duncanville city
"Eagle Pass, TX",Eagle Pass,Texas,TX,28186,48,21892,"Eagle Pass city, Texas",Eagle Pass city
"Edinburg, TX",Edinburg,Texas,TX,102561,48,22660,"Edinburg city, Texas",Edinburg city
"El Paso, TX",El Paso,Texas,TX,678147,48,24000,"El Paso city, Texas",El Paso city
"Ennis, TX",Ennis,Texas,TX,21546,48,24348,"Ennis city, Texas",Ennis city
"Euless, TX",Euless,Texas,TX,60373,48,24768,"Euless city, Texas",Euless city
"Farmers Branch, TX",Farmers Branch,Texas,TX,36254,48,25452,"Farmers Branch city, Texas",Farmers Branch city
"Fate, TX",Fate,Texas,TX,20757,48,25572,"Fate city, Texas",Fate city
"Flower Mound, TX",Flower Mound,Texas,TX,77886,48,26232,"Flower Mound town, Texas",Flower Mound town
"Forney, TX",Forney,Texas,TX,28222,48,26604,"Forney city, Texas",Forney city
"Fort Hood, TX",Fort Hood,Texas,TX,25786,48,26736,"Fort Hood CDP, Texas",Fort Hood CDP
"Fort Worth, TX",Fort Worth,Texas,TX,941311,48,27000,"Fort Worth city, Texas",Fort Worth city
"Fresno, TX",Fresno,Texas,TX,24087,48,27540,"Fresno CDP, Texas",Fresno CDP
"Friendswood, TX",Friendswood,Texas,TX,40827,48,27648,"Friendswood city, Texas",Friendswood city
"Frisco, TX",Frisco,Texas,TX,210238,48,27684,"Frisco city, Texas",Frisco city
"Fulshear, TX",Fulshear,Texas,TX,26986,48,27876,"Fulshear city, Texas",Fulshear city
"Galveston, TX",Galveston,Texas,TX,53348,48,28068,"Galveston city, Texas",Galveston city
"Garland, TX",Garland,Texas,TX,245298,48,29000,"Garland city, Texas",Garland city
"Georgetown, TX",Georgetown,Texas,TX,78803,48,29336,"Georgetown city, Texas",Georgetown city
"Grand Prairie, TX",Grand Prairie,Texas,TX,198564,48,30464,"Grand Prairie city, Texas",Grand Prairie city
"Grapevine, TX",Grapevine,Texas,TX,50875,48,30644,"Grapevine city, Texas",Grapevine city
"Greenville, TX",Greenville,Texas,TX,29936,48,30920,"Greenville city, Texas",Greenville city
"Haltom, TX",Haltom,Texas,TX,45681,48,31928,"Haltom City city, Texas",Haltom City city
"Harker Heights, TX",Harker Heights,Texas,TX,33595,48,32312,"Harker Heights city, Texas",Harker Heights city
"Harlingen, TX",Harlingen,Texas,TX,71669,48,32372,"Harlingen city, Texas",Harlingen city
"Horizon, TX",Horizon,Texas,TX,23069,48,34832,"Horizon City city, Texas",Horizon City city
"Houston, TX",Houston,Texas,TX,2300419,48,35000,"Houston city, Texas",Houston city
"Huntsville, TX",Huntsville,Texas,TX,46917,48,35528,"Huntsville city, Texas",Huntsville city
"Hurst, TX",Hurst,Texas,TX,39912,48,35576,"Hurst city, Texas",Hurst city
"Hutto, TX",Hutto,Texas,TX,32188,48,35624,"Hutto city, Texas",Hutto city
"Irving, TX",Irving,Texas,TX,255036,48,37000,"Irving city, Texas",Irving city
"Katy, TX",Katy,Texas,TX,23900,48,38476,"Katy city, Texas",Katy city
"Keller, TX",Keller,Texas,TX,45598,48,38632,"Keller city, Texas",Keller city
"Kerrville, TX",Kerrville,Texas,TX,24532,48,39040,"Kerrville city, Texas",Kerrville city
"Killeen, TX",Killeen,Texas,TX,156144,48,39148,"Killeen city, Texas",Killeen city
"Kingsville, TX",Kingsville,Texas,TX,25061,48,39352,"Kingsville city, Texas",Kingsville city
"Kyle, TX",Kyle,Texas,TX,52439,48,39952,"Kyle city, Texas",Kyle city
"Lake Jackson, TX",Lake Jackson,Texas,TX,27902,48,40588,"Lake Jackson city, Texas",Lake Jackson city
"Lancaster, TX",Lancaster,Texas,TX,40753,48,41212,"Lancaster city, Texas",Lancaster city
"La Porte, TX",La Porte,Texas,TX,36077,48,41440,"La Porte city, Texas",La Porte city
"Laredo, TX",Laredo,Texas,TX,255949,48,41464,"Laredo city, Texas",Laredo city
"League, TX",League,Texas,TX,114885,48,41980,"League City city, Texas",League City city
"Leander, TX",Leander,Texas,TX,67880,48,42016,"Leander city, Texas",Leander city
"Lewisville, TX",Lewisville,Texas,TX,128313,48,42508,"Lewisville city, Texas",Lewisville city
"Little Elm, TX",Little Elm,Texas,TX,51426,48,43012,"Little Elm city, Texas",Little Elm city
"Longview, TX",Longview,Texas,TX,82765,48,43888,"Longview city, Texas",Longview city
"Lubbock, TX",Lubbock,Texas,TX,261078,48,45000,"Lubbock city, Texas",Lubbock city
"Lufkin, TX",Lufkin,Texas,TX,34158,48,45072,"Lufkin city, Texas",Lufkin city
"McAllen, TX",McAllen,Texas,TX,143789,48,45384,"McAllen city, Texas",McAllen city
"McKinney, TX",McKinney,Texas,TX,202314,48,45744,"McKinney city, Texas",McKinney city
"Mansfield, TX",Mansfield,Texas,TX,75398,48,46452,"Mansfield city, Texas",Mansfield city
"Marshall, TX",Marshall,Texas,TX,23646,48,46776,"Marshall city, Texas",Marshall city
"Mesquite, TX",Mesquite,Texas,TX,148848,48,47892,"Mesquite city, Texas",Mesquite city
"Midland, TX",Midland,Texas,TX,133998,48,48072,"Midland city, Texas",Midland city
"Midlothian, TX",Midlothian,Texas,TX,37256,48,48096,"Midlothian city, Texas",Midlothian city
"Mission, TX",Mission,Texas,TX,86234,48,48768,"Mission city, Texas",Mission city
"Mission Bend, TX",Mission Bend,Texas,TX,37280,48,48772,"Mission Bend CDP, Texas",Mission Bend CDP
"Missouri, TX",Missouri,Texas,TX,75234,48,48804,"Missouri City city, Texas",Missouri City city
"Murphy, TX",Murphy,Texas,TX,21001,48,50100,"Murphy city, Texas",Murphy city
"Nacogdoches, TX",Nacogdoches,Texas,TX,32104,48,50256,"Nacogdoches city, Texas",Nacogdoches city
"New Braunfels, TX",New Braunfels,Texas,TX,98700,48,50820,"New Braunfels city, Texas",New Braunfels city
"North Richland Hills, TX",North Richland Hills,Texas,TX,70338,48,52356,"North Richland Hills city, Texas",North Richland Hills city
"Odessa, TX",Odessa,Texas,TX,114080,48,53388,"Odessa city, Texas",Odessa city
"Paris, TX",Paris,Texas,TX,24678,48,55080,"Paris city, Texas",Paris city
"Pasadena, TX",Pasadena,Texas,TX,149345,48,56000,"Pasadena city, Texas",Pasadena city
"Pearland, TX",Pearland,Texas,TX,125983,48,56348,"Pearland city, Texas",Pearland city
"Pecan Grove, TX",Pecan Grove,Texas,TX,24798,48,56482,"Pecan Grove CDP, Texas",Pecan Grove CDP
"Pflugerville, TX",Pflugerville,Texas,TX,65162,48,57176,"Pflugerville city, Texas",Pflugerville city
"Pharr, TX",Pharr,Texas,TX,79809,48,57200,"Pharr city, Texas",Pharr city
"Plano, TX",Plano,Texas,TX,287339,48,58016,"Plano city, Texas",Plano city
"Port Arthur, TX",Port Arthur,Texas,TX,55779,48,58820,"Port Arthur city, Texas",Port Arthur city
"Portland, TX",Portland,Texas,TX,20369,48,58904,"Portland city, Texas",Portland city
"Princeton, TX",Princeton,Texas,TX,20966,48,59576,"Princeton city, Texas",Princeton city
"Prosper, TX",Prosper,Texas,TX,34567,48,59696,"Prosper town, Texas",Prosper town
"Richardson, TX",Richardson,Texas,TX,118269,48,61796,"Richardson city, Texas",Richardson city
"Rockwall, TX",Rockwall,Texas,TX,49605,48,62828,"Rockwall city, Texas",Rockwall city
"Rosenberg, TX",Rosenberg,Texas,TX,39467,48,63284,"Rosenberg city, Texas",Rosenberg city
"Round Rock, TX",Round Rock,Texas,TX,124288,48,63500,"Round Rock city, Texas",Round Rock city
"Rowlett, TX",Rowlett,Texas,TX,64139,48,63572,"Rowlett city, Texas",Rowlett city
"Sachse, TX",Sachse,Texas,TX,29075,48,64064,"Sachse city, Texas",Sachse city
"Saginaw, TX",Saginaw,Texas,TX,24467,48,64112,"Saginaw city, Texas",Saginaw city
"San Angelo, TX",San Angelo,Texas,TX,99507,48,64472,"San Angelo city, Texas",San Angelo city
"San Antonio, TX",San Antonio,Texas,TX,1458954,48,65000,"San Antonio city, Texas",San Antonio city
"San Benito, TX",San Benito,Texas,TX,24677,48,65036,"San Benito city, Texas",San Benito city
"San Juan, TX",San Juan,Texas,TX,35674,48,65516,"San Juan city, Texas",San Juan city
"San Marcos, TX",San Marcos,Texas,TX,68920,48,65600,"San Marcos city, Texas",San Marcos city
"Schertz, TX",Schertz,Texas,TX,43128,48,66128,"Schertz city, Texas",Schertz city
"Seguin, TX",Seguin,Texas,TX,31789,48,66644,"Seguin city, Texas",Seguin city
"Sherman, TX",Sherman,Texas,TX,45036,48,67496,"Sherman city, Texas",Sherman city
"Sienna, TX",Sienna,Texas,TX,25025,48,67763,"Sienna CDP, Texas",Sienna CDP
"Socorro, TX",Socorro,Texas,TX,36237,48,68636,"Socorro city, Texas",Socorro city
"Southlake, TX",Southlake,Texas,TX,31044,48,69032,"Southlake city, Texas",Southlake city
"Spring, TX",Spring,Texas,TX,67103,48,69596,"Spring CDP, Texas",Spring CDP
"Stephenville, TX",Stephenville,Texas,TX,21345,48,70208,"Stephenville city, Texas",Stephenville city
"Sugar Land, TX",Sugar Land,Texas,TX,109735,48,70808,"Sugar Land city, Texas",Sugar Land city
"Temple, TX",Temple,Texas,TX,86358,48,72176,"Temple city, Texas",Temple city
"Texarkana, TX",Texarkana,Texas,TX,36039,48,72368,"Texarkana city, Texas",Texarkana city
"Texas, TX",Texas,Texas,TX,54159,48,72392,"Texas City city, Texas",Texas City city
"The Colony, TX",The Colony,Texas,TX,44916,48,72530,"The Colony city, Texas",The Colony city
"The Woodlands, TX",The Woodlands,Texas,TX,116916,48,72656,"The Woodlands CDP, Texas",The Woodlands CDP
"Timberwood Park, TX",Timberwood Park,Texas,TX,34980,48,73057,"Timberwood Park CDP, Texas",Timberwood Park CDP
"Tyler, TX",Tyler,Texas,TX,107718,48,74144,"Tyler city, Texas",Tyler city
"University Park, TX",University Park,Texas,TX,25104,48,74492,"University Park city, Texas",University Park city
"Victoria, TX",Victoria,Texas,TX,65514,48,75428,"Victoria city, Texas",Victoria city
"Waco, TX",Waco,Texas,TX,141925,48,76000,"Waco city, Texas",Waco city
"Watauga, TX",Watauga,Texas,TX,23336,48,76672,"Watauga city, Texas",Watauga city
"Waxahachie, TX",Waxahachie,Texas,TX,43591,48,76816,"Waxahachie city, Texas",Waxahachie city
"Weatherford, TX",Weatherford,Texas,TX,33924,48,76864,"Weatherford city, Texas",Weatherford city
"Weslaco, TX",Weslaco,Texas,TX,41437,48,77272,"Weslaco city, Texas",Weslaco city
"West Odessa, TX",West Odessa,Texas,TX,31985,48,77728,"West Odessa CDP, Texas",West Odessa CDP
"Wichita Falls, TX",Wichita Falls,Texas,TX,102558,48,79000,"Wichita Falls city, Texas",Wichita Falls city
"Wylie, TX",Wylie,Texas,TX,58991,48,80356,"Wylie city, Texas",Wylie city
"American Fork, UT",American Fork,Utah,UT,35312,49,01310,"American Fork city, Utah",American Fork city
